Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,temperature_proxy_variable,temperature_baseline,temperature_scenario,temperature_delta,baseline_mode,baseline_mode_label
上海,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,baseline_ets,Baseline (X-driven),baseline,"Use future covariate paths as the baseline driver; baseline covariates follow ETS extensions, then future AMR is reconstructed from the historical association model and perturbed by supported climate scenario inputs.",baseline,34.87840386234457,0.0,34.87840386234457,0.0,115.39469490289476,115.39469490289476,0.0,TA（°C）,1.4174513632153836,1.4174513632153836,0.0,x_driven,X-driven / Nature-like simplified baseline
安徽,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,28.74842809406832,0.6474462713005994,29.39587436536892,0.6474462713005984,0.39409082847862464,50.29119710888889,49.89710628041026,TA（°C）,1.550274700029004,1.128,-0.42227470002900414,x_driven,X-driven / Nature-like simplified baseline
山东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,36.12017484615303,-1.8789675403528028,34.24120730580022,-1.8789675403528037,66.69212283533625,53.36025634777778,-13.331866487558472,TA（°C）,1.905396997449165,1.158999999999999,-0.746396997449166,x_driven,X-driven / Nature-like simplified baseline
山西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,35.7013500603809,-1.3292960940481013,34.3720539663328,-1.3292960940481038,31.23025230049783,30.879057515555555,-0.3511947849422761,TA（°C）,1.875571851384927,1.211333333333334,-0.6642385180515931,x_driven,X-driven / Nature-like simplified baseline
广东,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,24.852794958519535,2.101768451041188,26.954563409560723,2.1017684510411883,-8.631537342966666,62.563097485555545,71.19463482852221,TA（°C）,0.9705556516618655,0.9613333333333324,-0.009222318328533152,x_driven,X-driven / Nature-like simplified baseline
广西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,31.514888935759586,-1.2424922834937315,30.272396652265854,-1.242492283493732,6.445867726925684,48.26178370444444,41.815915977518756,TA（°C）,2.2632810128410634,1.0103333333333353,-1.2529476795077281,x_driven,X-driven / Nature-like simplified baseline
新疆,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,37.023748677903924,-3.3077549234334107,33.71599375447052,-3.307754923433407,3.9681688680408773,3.729443759333333,-0.23872510870754438,TA（°C）,2.941051456417414,1.278666666666667,-1.6623847897507469,x_driven,X-driven / Nature-like simplified baseline
江苏,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,20.35050497871873,-1.1266693465634101,19.22383563215532,-1.1266693465634106,65.94019129570692,63.457979987777776,-2.4822113079291483,TA（°C）,1.6582233845184673,1.1279999999999983,-0.530223384518469,x_driven,X-driven / Nature-like simplified baseline
江西,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,35.86124046281849,-1.2061197394539425,34.655120723364554,-1.2061197394539391,52.036710167827735,49.292061956666664,-2.7446482111610706,TA（°C）,1.6536361897195344,1.0873333333333337,-0.5663028563862007,x_driven,X-driven / Nature-like simplified baseline
河北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,37.899641619010254,-2.248483369323239,35.651158249687015,-2.248483369323239,82.19397863597658,39.125089333333335,-43.06888930264324,TA（°C）,1.6888385267034949,1.202333333333332,-0.48650519337016296,x_driven,X-driven / Nature-like simplified baseline
河南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,41.3436693455855,-5.443961837656356,35.89970750792915,-5.443961837656353,130.78396645835275,44.41289791777778,-86.37106854057498,TA（°C）,2.5944696915011694,1.1480000000000017,-1.4464696915011677,x_driven,X-driven / Nature-like simplified baseline
浙江,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,27.197910836094223,1.905197968770413,29.103108804864636,1.9051979687704126,-14.404012986043568,57.08591370888889,71.48992669493245,TA（°C）,1.193654729869327,1.0809999999999995,-0.11265472986932745,x_driven,X-driven / Nature-like simplified baseline
海南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,28.98854853190989,1.0297489575559133,30.0182974894658,1.0297489575559133,67.50588193236415,97.14808211666666,29.64220018430251,TA（°C）,0.7579403403345113,0.8320000000000043,0.074059659665493,x_driven,X-driven / Nature-like simplified baseline
湖北,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,33.90031040163247,-3.2086719530723076,30.69163844856016,-3.208671953072308,37.339883522154366,43.60574522333334,6.26586170117897,TA（°C）,2.8433712632862562,1.1333333333333329,-1.7100379299529234,x_driven,X-driven / Nature-like simplified baseline
湖南,2050,main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,将未来 R1xday 与已支持的温度路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,median,37.513855460370095,-2.8953776488477705,34.618477811522325,-2.89537764884777,32.73558223131605,38.08397024,5.348388008683948,TA（°C）,2.649485484520736,1.110999999999997,-1.5384854845207387,x_driven,X-driven / Nature-like simplified baseline
